loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc
16000,16000,16000,36,6.46,490.1,A,A1,Registered nurse,10,MORTGAGE,110000
16800,16800,16800,36,11.8,556.4,B,B4,Medical Coder,8,MORTGAGE,47800
6500,6500,6500,36,10.33,210.75,B,B1,Custodian ,1,MORTGAGE,42000
6500,6500,6500,36,6.46,199.11,A,A1,Production Supervisor,3,MORTGAGE,40000
12000,12000,12000,60,12.98,272.92,B,B5,,1,RENT,55000
11500,11500,11500,36,8.19,361.38,A,A4,President,10,MORTGAGE,173370
40000,40000,40000,36,8.19,1256.97,A,A4,Handbags Manager,9,MORTGAGE,55000
31000,31000,31000,60,16.91,768.94,C,C5,Senior Project Coordinator,1,RENT,52000
20000,20000,20000,60,20.89,539.84,D,D4,laborer,10,RENT,38000
21000,21000,21000,60,15.02,499.81,C,C3,Admission Counsellor,4,MORTGAGE,51000
10000,10000,10000,36,23.4,389.19,E,E1,RN,2,MORTGAGE,90000
8400,8400,8400,36,6.46,257.3,A,A1,Assistant Foreman,10,MORTGAGE,130000
30000,30000,30000,60,10.33,642.3,B,B1,Account Manager,1,MORTGAGE,75000
1600,1600,1575,36,8.81,50.74,A,A5,Deli Manager,7,RENT,35000
13000,13000,13000,60,22.35,361.64,D,D5,Assistant manager ,2,RENT,32000
25000,25000,25000,60,11.8,553.59,B,B4,Relationship Banker,1,OWN,50000
12000,12000,12000,60,24.37,347.8,E,E2,Steam Ops/Electrical Supervisor,2,MORTGAGE,150000
2000,2000,1975,36,16.91,71.22,C,C5,teacher,10,MORTGAGE,64600
24000,24000,24000,60,10.72,518.48,B,B2,IT Project Manager,10,RENT,83000
13000,13000,13000,36,8.81,412.25,A,A5,Underground Miner,5,MORTGAGE,120000
15000,15000,15000,36,8.81,475.68,A,A5,Fork lifter,4,OWN,25000
18000,18000,18000,60,11.8,398.59,B,B4,Manager,10,RENT,68000
23000,23000,23000,60,15.02,547.41,C,C3,Production Manager,10,RENT,78000
12000,12000,12000,36,19.92,445.48,D,D3,,1,RENT,42000
15000,15000,15000,60,13.56,345.62,C,C1,,1,OWN,126000
30000,30000,30000,60,18.94,777.23,D,D2,Pharmacy Technician Coordinator,10,MORTGAGE,50000
20000,20000,20000,60,8.19,407.35,A,A4,Dept. Manager,10,MORTGAGE,88000
14425,14425,14425,36,11.31,474.38,B,B3,Senior Analyst,7,RENT,125000
36425,36425,36425,60,11.8,806.58,B,B4,Insurance rep,10,MORTGAGE,53000
5000,5000,5000,36,13.56,169.83,C,C1,CNA,2,RENT,35140
6000,6000,6000,36,8.81,190.27,A,A5,Dept of Parks,5,RENT,56500
20000,20000,20000,36,12.98,673.69,B,B5,Speech Therapist,8,MORTGAGE,90000
12500,12500,12500,60,11.8,276.8,B,B4,Conductor,10,MORTGAGE,75000
18000,18000,18000,60,11.8,398.59,B,B4,Software Developer,3,MORTGAGE,130000
3000,3000,2975,36,8.19,94.28,A,A4, Branch Manager ,1,RENT,79992
3000,3000,2975,36,8.81,95.14,A,A5,press operator,10,MORTGAGE,36000
18000,18000,18000,36,7.02,555.96,A,A2,Support Engineer,1,MORTGAGE,115000
10000,10000,10000,36,10.72,326.07,B,B2,VP Merchant Services,5,MORTGAGE,140000
4000,4000,4000,36,17.97,144.55,D,D1,service advisor,5,MORTGAGE,60000
20000,20000,20000,60,15.02,476.01,C,C3,Teacher,4,MORTGAGE,65000
21600,21600,21600,36,7.56,672.49,A,A3,RECRUITER SNCOIC ,10,RENT,75000
5000,5000,5000,36,8.81,158.56,A,A5,master deputy,10,MORTGAGE,58000
10000,10000,10000,36,11.31,328.86,B,B3,Billing dept,10,RENT,34000
15600,15600,15600,60,11.8,345.44,B,B4,Telecom Engineer,4,MORTGAGE,90000
19200,19200,19200,60,18.94,497.43,D,D2,Courtroom clerk,10,MORTGAGE,80000
9375,9375,9375,36,13.56,318.42,C,C1,Assistant Manager,10,MORTGAGE,48500
10000,10000,10000,60,12.98,227.43,B,B5,Contract Administrator,2,RENT,62000
4000,4000,4000,36,6.46,122.53,A,A1,Commander ,10,MORTGAGE,119000
2700,2700,2675,36,8.19,84.85,A,A4,Stylist,4,OWN,24000
12000,12000,12000,36,11.8,397.43,B,B4,,0,RENT,55000
16000,16000,16000,36,15.02,554.81,C,C3,Outdoor Services,1,MORTGAGE,24960
35000,35000,35000,36,16.14,1232.92,C,C4,Head of Operarions ,5,RENT,125500
3000,3000,3000,36,8.81,95.14,A,A5,Patient Care Associate,1,RENT,85000
10000,10000,10000,60,19.92,264.5,D,D3,Truck Driver,2,RENT,54000
15450,15450,15450,36,11.8,511.69,B,B4,Chief Information Officer,3,MORTGAGE,133600
40000,40000,40000,36,8.19,1256.97,A,A4,Branch Manager,2,MORTGAGE,100000
7500,7500,7500,36,7.02,231.65,A,A2,High School Special Education Teacher,7,MORTGAGE,57000
20500,20500,20500,36,10.72,668.43,B,B2,Senior Technical Writer / Analyst,3,RENT,77000
4500,4500,4500,36,19.92,167.06,D,D3,Human Resources Generalist,1,MORTGAGE,115800
19000,19000,19000,36,11.8,629.26,B,B4,Operations Manager,9,MORTGAGE,77405
34800,34800,34800,60,15.02,828.26,C,C3,Emergency Management Coordinator,1,RENT,106000
25000,25000,25000,60,10.33,535.25,B,B1,Teacher,10,MORTGAGE,55758
11000,11000,11000,60,11.8,243.58,B,B4,Vice President,5,MORTGAGE,188000
20075,20075,20075,36,19.92,745.25,D,D3,Maintenance supervisor,8,OWN,50000
28000,28000,28000,36,14.47,963.38,C,C2,Senior Analyst,4,MORTGAGE,130000
15000,15000,15000,60,17.97,380.66,D,D1,Mason,7,RENT,65000
12000,12000,12000,36,8.81,380.54,A,A5,,0,MORTGAGE,120000
4000,4000,4000,36,18.94,146.51,D,D2,Supervisor,1,RENT,73000
5000,5000,5000,36,7.02,154.44,A,A2,IT Consultant,4,MORTGAGE,126000
6025,6025,6025,36,19.92,223.67,D,D3,Welder,1,RENT,21600
24000,24000,24000,60,12.98,545.83,B,B5,Operations Manager,10,MORTGAGE,140000
1000,1000,1000,36,23.4,38.92,E,E1,HR Director ,3,RENT,60000
5000,5000,5000,36,14.47,172.04,C,C2,Technician,5,MORTGAGE,30000
19375,19375,19375,36,13.56,658.06,C,C1,banquet server,5,MORTGAGE,75000
15000,15000,15000,36,10.72,489.1,B,B2,Registered Nurse,2,MORTGAGE,62000
14400,14400,14400,36,16.14,507.26,C,C4,Personalized Living Manager,1,RENT,70000
22500,22500,22500,60,15.02,535.51,C,C3,Facilities Maintenance Assistant,1,MORTGAGE,85000
15000,15000,15000,60,8.19,305.52,A,A4,Finance Coordinator,2,RENT,63000
20000,20000,20000,36,8.19,628.49,A,A4,Chef,7,RENT,55000
15000,15000,15000,36,8.19,471.37,A,A4,,1,OWN,175000
10000,10000,10000,60,22.35,278.19,D,D5,SSG,6,RENT,51000
15000,15000,15000,36,7.56,467.01,A,A3,Cabinet maker,10,MORTGAGE,200000
9600,9600,9600,36,8.81,304.43,A,A5,Manager,10,MORTGAGE,95000
10000,10000,10000,36,10.72,326.07,B,B2,Adult Beverage Licensing Specialist,1,MORTGAGE,88340
12000,12000,12000,36,12.98,404.22,B,B5,Deputy,1,RENT,50000
20000,20000,20000,60,16.91,496.09,C,C5,School Director,4,RENT,92000
24000,24000,24000,36,8.19,754.18,A,A4,Account Manager,6,MORTGAGE,338000
9000,9000,9000,36,10.72,293.46,B,B2,,0,RENT,25400
10000,10000,10000,36,8.19,314.25,A,A4,Mechanic ,10,MORTGAGE,60000
12000,12000,12000,36,6.46,367.57,A,A1,Social Studies Teacher,6,RENT,38000
10000,10000,10000,60,11.8,221.44,B,B4,Insurance coordinator,9,RENT,40000
28000,28000,28000,60,8.81,578.66,A,A5,Information and Solutions Analyst,10,MORTGAGE,103939
7000,7000,7000,36,7.02,216.21,A,A2,Production Associate,7,MORTGAGE,38979
40000,40000,40000,60,10.72,864.13,B,B2,Practice Manager,6,MORTGAGE,65000
16000,16000,16000,36,7.02,494.18,A,A2,,0,OWN,75000
12000,12000,12000,36,16.91,427.3,C,C5,Front End UI Software Developer,4,RENT,90000
10000,10000,10000,36,7.56,311.34,A,A3,Nurse,4,MORTGAGE,77600
13000,13000,13000,60,10.72,280.84,B,B2,,0,MORTGAGE,0
40000,40000,40000,36,8.19,1256.97,A,A4,Truck driver ,1,MORTGAGE,65000
15000,15000,15000,60,13.56,345.62,C,C1,Lead Technician /Highly Skilled ,2,MORTGAGE,70000
25000,25000,25000,60,15.02,595.02,C,C3,US Navy Chief Petty Officer,10,MORTGAGE,85000
11000,11000,11000,60,8.19,224.05,A,A4,Detective,5,RENT,60000
12000,12000,12000,36,15.02,416.11,C,C3,Executive Chef ,1,RENT,65000
15000,15000,15000,36,6.46,459.47,A,A1,IT Director,8,MORTGAGE,148000
38000,38000,38000,36,12.98,1280.01,B,B5,Case Manager,6,MORTGAGE,36000
10000,10000,10000,36,7.56,311.34,A,A3,,2,RENT,25000
7000,7000,7000,36,11.31,230.21,B,B3,Cashier,4,MORTGAGE,26000
25000,25000,25000,60,17.97,634.43,D,D1,Service Coordinator,2,MORTGAGE,55000
10500,10500,10500,36,7.56,326.91,A,A3,Police officer,9,MORTGAGE,86000
20000,20000,20000,60,16.14,487.86,C,C4,Instructor/Transporter/Job Coach,4,RENT,30000
6600,6600,6325,36,11.31,217.05,B,B3,,0,RENT,23000
40000,40000,40000,60,10.33,856.4,B,B1,Senior Program Analyst,10,MORTGAGE,115000
16000,16000,16000,36,8.81,507.39,A,A5,Clinical Manager,9,RENT,106000
10000,10000,10000,36,23.4,389.19,E,E1,General Manager,10,MORTGAGE,130000
8000,8000,8000,36,7.56,249.08,A,A3,Associate Research Fellow,10,MORTGAGE,250000
40000,40000,40000,36,10.72,1304.26,B,B2,Deputy Director,10,MORTGAGE,150000
40000,40000,40000,60,15.02,952.02,C,C3,,0,MORTGAGE,31200
3000,3000,2975,36,13.56,101.9,C,C1,Meat Cutter,6,MORTGAGE,35000
40000,40000,40000,36,6.46,1225.24,A,A1,Executive Director,4,MORTGAGE,135000
8000,8000,8000,36,18.94,293.01,D,D2,Hospice Nurse,8,MORTGAGE,98000
13000,13000,13000,60,12.98,295.66,B,B5,Collection Specialist,10,MORTGAGE,33000
10000,10000,10000,36,10.72,326.07,B,B2,Patient services coordinator ,9,RENT,55000
40000,40000,40000,60,8.19,814.7,A,A4,Customer Care Specialist- Remote,1,MORTGAGE,384000
19200,19200,19200,60,10.33,411.07,B,B1,Truck Driver,1,RENT,80000
4000,4000,4000,36,16.14,140.91,C,C4,Electrician,10,RENT,40000
16000,16000,16000,36,8.19,502.79,A,A4,Medical Laboratory Technician,5,MORTGAGE,42900
16000,16000,16000,36,7.02,494.18,A,A2,Tax Examiner IV,10,MORTGAGE,65000
8250,8250,8250,36,10.33,267.49,B,B1,Licensing Coordinator,2,RENT,40000
40000,40000,40000,36,7.02,1235.45,A,A2,,1,OWN,175000
3000,3000,3000,36,24.37,118.29,E,E2,Conductor,10,MORTGAGE,80000
3125,3125,3100,36,6.46,95.73,A,A1,School Librarian,8,MORTGAGE,50000
21000,21000,21000,60,8.81,434,A,A5,Executive Assistant,1,MORTGAGE,40000
12000,12000,12000,60,13.56,276.49,C,C1,Analyst,4,RENT,55000
10000,10000,10000,36,8.19,314.25,A,A4,Brewer,2,MORTGAGE,55400
16000,16000,16000,36,10.33,518.76,B,B1,Care giver ,3,RENT,71000
25000,25000,25000,36,19.92,928.08,D,D3,Banker,1,OWN,120000
20000,20000,20000,60,10.72,432.07,B,B2,CSR,10,MORTGAGE,60000
11025,11025,11025,60,10.33,236.05,B,B1,EEG tech ,1,OWN,66000
18400,18400,18400,36,13.56,624.95,C,C1,Speech Language Pathologist ,6,MORTGAGE,160000
2200,2200,2200,36,26.31,89.01,E,E4,Building Maintenance,1,OWN,13520
12000,12000,12000,36,8.19,377.09,A,A4,Sr. Computer Technician,4,MORTGAGE,60000
40000,40000,40000,36,11.31,1315.43,B,B3,Senior Attorney,5,MORTGAGE,92000
22950,22950,22950,36,12.98,773.06,B,B5,HR Officer,6,RENT,100000
16000,16000,16000,36,13.56,543.43,C,C1,IT Service Delivery Specialist,1,OWN,72000
40000,40000,40000,36,8.81,1268.46,A,A5,lead consultant,1,MORTGAGE,127000
15000,15000,15000,36,11.31,493.29,B,B3,minister,10,MORTGAGE,114164
15000,15000,15000,60,12.98,341.15,B,B5,Social Worker,1,MORTGAGE,50000
10000,10000,10000,36,11.8,331.19,B,B4,Manager,8,RENT,64000
20000,20000,20000,60,15.02,476.01,C,C3,Journeyman ,5,RENT,50000
4000,4000,4000,36,7.02,123.55,A,A2,Receptionist,8,OWN,40000
10000,10000,10000,60,16.91,248.05,C,C5,Service Technician,7,RENT,26000
10000,10000,10000,36,14.47,344.07,C,C2,Social worker,2,RENT,55000
16000,16000,16000,60,10.33,342.56,B,B1,Assistant Professor Clinical,1,MORTGAGE,90000
2000,2000,2000,36,18.94,73.26,D,D2,Installation tech,2,RENT,49000
35000,35000,35000,36,18.94,1281.9,D,D2,Teacher,10,MORTGAGE,102501
20000,20000,20000,36,6.46,612.62,A,A1,Senior Consultant ,1,RENT,130000
28000,28000,28000,60,22.35,778.92,D,D5,Logistics Assistant,1,RENT,35360
24000,24000,24000,36,8.81,761.08,A,A5,Veterinarian,8,MORTGAGE,165000
15000,15000,15000,36,8.19,471.37,A,A4,,0,RENT,60000
10000,10000,10000,36,11.8,331.19,B,B4,Service advisor,6,MORTGAGE,105000
20000,20000,20000,36,8.19,628.49,A,A4,,1,MORTGAGE,57000
9000,9000,9000,36,10.72,293.46,B,B2,HR Manager,2,RENT,88000
11000,11000,11000,36,10.72,358.67,B,B2,,0,RENT,39500
15000,15000,15000,36,8.19,471.37,A,A4,Senior Account Manager,3,RENT,72000
21000,21000,21000,60,12.98,477.6,B,B5,data entry,10,MORTGAGE,125000
20000,20000,20000,36,6.46,612.62,A,A1,Office manager,2,MORTGAGE,60000
40000,40000,40000,36,11.8,1324.76,B,B4,Combat medic,10,RENT,84000
35000,35000,35000,36,8.81,1109.9,A,A5,"Vice President, SAP Delivery",1,MORTGAGE,150000
19000,19000,19000,60,11.8,420.73,B,B4,Corrections officer ,10,MORTGAGE,102000
6000,6000,6000,36,17.97,216.83,D,D1,Director of Fleet,5,MORTGAGE,90000
7150,7150,7150,36,14.47,246.01,C,C2,Product Advisor Specialist,1,MORTGAGE,40000
27200,27200,27200,60,19.92,719.43,D,D3,Administrative Supervisor ,10,RENT,54254
27500,27500,27500,60,16.14,670.8,C,C4,Physician - Surgeon,4,MORTGAGE,400000
7800,7800,7800,36,14.47,268.37,C,C2,grounds crew chief ,10,MORTGAGE,93000
15000,15000,15000,36,7.02,463.3,A,A2,owner,10,RENT,125000
23000,23000,23000,36,6.46,704.51,A,A1,Professor,10,MORTGAGE,103000
8000,8000,8000,36,8.81,253.7,A,A5,Sales ,1,RENT,120000
20000,20000,20000,36,8.81,634.23,A,A5,,1,OWN,45000
12000,12000,12000,36,16.14,422.72,C,C4,,1,MORTGAGE,84000
5000,5000,5000,36,7.56,155.67,A,A3,Supply chain management ,5,MORTGAGE,98000
8000,8000,8000,36,11.8,264.96,B,B4,ESL teacher ,3,MORTGAGE,51320
25000,25000,25000,36,27.27,1024.26,E,E5,Financial Advisor,10,MORTGAGE,704000
25000,25000,25000,60,11.8,553.59,B,B4,Designer,5,RENT,90000
14225,14225,14225,36,23.4,553.62,E,E1,Chief Engineer,2,MORTGAGE,142500
22000,22000,22000,60,12.98,500.35,B,B5,Business Development Manager,1,RENT,55000
15400,15400,15400,60,18.94,398.98,D,D2,Service Advisor ,1,RENT,56810
2500,2500,2500,36,23.4,97.3,E,E1,CNA,5,OWN,33000
10000,10000,10000,36,8.81,317.12,A,A5,Registered Dental Assistant,2,RENT,55000
20000,20000,20000,36,10.72,652.13,B,B2,Baptism/Wedding Coordinator,3,RENT,70000
4800,4800,4800,36,10.72,156.52,B,B2,Realtor,10,RENT,80000
7000,7000,7000,36,11.8,231.84,B,B4,Appointment Clerk,10,MORTGAGE,90000
22400,22400,22400,60,11.8,496.02,B,B4,police sergeant,6,MORTGAGE,145000
6000,6000,6000,36,10.33,194.54,B,B1,Driver,8,RENT,28390
4800,4800,4800,36,15.02,166.45,C,C3,Steersman ,2,MORTGAGE,76000
20000,20000,20000,36,6.46,612.62,A,A1,,0,RENT,54996
16000,16000,16000,36,7.02,494.18,A,A2,psychologist,6,MORTGAGE,83000
30000,30000,30000,60,11.8,664.31,B,B4,Fire Fighter,10,MORTGAGE,98000
18000,18000,18000,36,7.56,560.41,A,A3,,1,MORTGAGE,173000
30000,30000,30000,36,17.97,1084.13,D,D1,Licensed Practical Nurse,1,OWN,60000
15000,15000,15000,60,8.19,305.52,A,A4,GM Finance,10,MORTGAGE,160000
20000,20000,20000,60,11.8,442.88,B,B4,Manager,10,MORTGAGE,57200
2200,2200,2200,36,19.92,81.68,D,D3,Irrigation Tech,10,MORTGAGE,46500
21600,21600,21600,60,16.91,535.78,C,C5,Pastor,10,OWN,95628
18000,18000,18000,36,7.56,560.41,A,A3,Owner,10,RENT,250000
6000,6000,6000,36,15.02,208.06,C,C3,Courier,2,RENT,32484
5000,5000,5000,36,16.91,178.04,C,C5,Clinical Staff Leader,10,RENT,85000
14000,14000,14000,36,6.46,428.84,A,A1,Service Associate,2,RENT,45000
16000,16000,16000,36,7.56,498.15,A,A3,IT Engineer,1,MORTGAGE,152000
11000,11000,11000,36,16.14,387.49,C,C4,SITE MANAGER,10,OWN,45000
40000,40000,40000,60,13.56,921.64,C,C1,Operations Manager,7,MORTGAGE,145000
40000,40000,40000,60,12.98,909.72,B,B5,Accounting Specialist,4,MORTGAGE,125000
20000,20000,20000,60,15.02,476.01,C,C3,Intake Specialist,5,RENT,85000
12000,12000,12000,36,6.46,367.57,A,A1,Guest experience leader ,5,OWN,50000
3000,3000,3000,36,10.33,97.27,B,B1,Dental Asistant ,4,RENT,40000
20000,20000,20000,60,11.8,442.88,B,B4,IT/Field Applications,10,RENT,72500
5000,5000,5000,36,11.31,164.43,B,B3,Server,1,RENT,50000
11000,11000,11000,36,8.81,348.83,A,A5,pipe fitter,10,OWN,75000
25000,25000,25000,36,6.46,765.77,A,A1,Manager,10,RENT,117000
4500,4500,4500,36,8.81,142.71,A,A5,,1,RENT,88000
25000,25000,25000,60,14.47,587.82,C,C2,Attorney,10,MORTGAGE,164200
15500,15500,15500,36,7.02,478.74,A,A2,CLERICAL ASSOCIATE 3,10,RENT,54000
4000,4000,4000,36,17.97,144.55,D,D1,Security Manager,10,RENT,86000
20000,20000,20000,60,10.72,432.07,B,B2,Program Analyst,1,MORTGAGE,120000
3200,3200,3200,36,10.33,103.76,B,B1,,1,RENT,40000
8000,8000,8000,36,14.47,275.26,C,C2,Server ,10,RENT,50000
10000,10000,10000,36,7.56,311.34,A,A3,Executive Assistant,4,RENT,200000
10000,10000,10000,60,8.19,203.68,A,A4,,0,MORTGAGE,80000
4000,4000,4000,36,8.19,125.7,A,A4,Managet,2,MORTGAGE,89400
9500,9500,9500,36,11.8,314.63,B,B4,Customer Service Supervisor ,1,OWN,26880
4000,4000,4000,36,7.02,123.55,A,A2,Biology professor,10,MORTGAGE,67000
25000,25000,25000,36,23.4,972.97,E,E1,Information Security Specialist,2,RENT,130000
12000,12000,12000,60,13.56,276.49,C,C1,Sales Manager ,10,MORTGAGE,220000
6200,6200,6200,36,6.46,189.92,A,A1,Financial Secretary,9,MORTGAGE,59900
5000,5000,5000,36,8.81,158.56,A,A5,,2,OWN,22000
11000,11000,11000,60,16.14,268.32,C,C4,ems communications supervisor ,10,RENT,54000
22000,22000,22000,36,6.46,673.88,A,A1,Staff Software Developer,4,MORTGAGE,122000
10000,10000,10000,36,16.14,352.27,C,C4,Floorlayer,8,MORTGAGE,100000
10000,10000,10000,36,6.46,306.31,A,A1,Driver,10,MORTGAGE,75000
5000,5000,5000,36,11.8,165.6,B,B4,Foreman,10,MORTGAGE,115000
10000,10000,10000,60,22.35,278.19,D,D5,Public Safety Officer ,10,RENT,40000
8000,8000,8000,36,10.72,260.86,B,B2,,1,MORTGAGE,35000
15000,15000,15000,36,8.81,475.68,A,A5,Testing tech,5,RENT,65000
17000,17000,17000,60,27.27,521.85,E,E5,Insurance Agent,2,MORTGAGE,85000
10000,10000,10000,36,7.02,308.87,A,A2,CT/MRI Technologist,6,RENT,56000
12500,12500,12500,36,7.56,389.18,A,A3,laborer,10,MORTGAGE,250000
12950,12950,12950,36,7.56,403.19,A,A3,Teacher,10,MORTGAGE,55000
28000,28000,28000,36,6.46,857.67,A,A1,teacher,10,MORTGAGE,80000
12000,12000,12000,36,16.14,422.72,C,C4,Direct Support Assistant,4,RENT,47308
20000,20000,20000,36,10.33,648.45,B,B1,Technician ,5,RENT,80000
15000,15000,15000,36,7.02,463.3,A,A2,,1,MORTGAGE,60000
30000,30000,30000,36,11.8,993.57,B,B4,Supervisor ,7,MORTGAGE,80000
30000,30000,30000,36,11.31,986.58,B,B3,RN case manager,1,RENT,100000
24000,24000,24000,60,19.92,634.79,D,D3,Coordinator ,3,MORTGAGE,86000
25000,25000,25000,60,18.94,647.69,D,D2,Physical Therapist,10,RENT,102000
13000,13000,13000,36,13.56,441.54,C,C1,Petty Officer Third Class,4,RENT,55000
12000,12000,12000,36,6.46,367.57,A,A1,Teacher,5,MORTGAGE,110000
21000,21000,21000,36,8.81,665.94,A,A5,,1,OWN,96200
30000,30000,30000,60,15.02,714.02,C,C3,Architect In Training,10,MORTGAGE,78000
10000,10000,10000,36,11.31,328.86,B,B3,,0,OWN,23903
13000,13000,13000,36,19.92,482.6,D,D3,driver/warehouse,1,RENT,19000
5000,5000,5000,36,13.56,169.83,C,C1,Customer Service Specialist,1,RENT,25440
24000,24000,24000,60,12.98,545.83,B,B5,Institution Safety Officer/peace officer,6,MORTGAGE,95000
18000,18000,18000,60,16.91,446.48,C,C5,,0,RENT,0
30500,30500,30500,36,11.8,1010.13,B,B4,Project Manager,10,MORTGAGE,77000
12500,12500,12500,60,12.98,284.29,B,B5,surgical assistant,10,MORTGAGE,80000
30000,30000,30000,36,15.02,1040.26,C,C3,Tax Compliance Representative,10,RENT,68500
9900,9900,9900,36,11.31,325.57,B,B3,Teacher,10,MORTGAGE,50000
39500,39500,39500,60,16.91,979.77,C,C5,human resource ,10,MORTGAGE,90000
20000,20000,20000,60,16.91,496.09,C,C5,Custodian,6,RENT,78000
30000,30000,30000,36,16.14,1056.79,C,C4,Production Supervisor,10,MORTGAGE,75000
16000,16000,16000,36,8.81,507.39,A,A5,Teacher,5,RENT,65000
9600,9600,9600,36,8.19,301.68,A,A4,Customer service representative ,1,MORTGAGE,35000
10000,10000,10000,36,7.02,308.87,A,A2,Manager,1,MORTGAGE,155000
38000,38000,38000,60,16.91,942.56,C,C5,Dir Labor Relations,3,MORTGAGE,160000
10000,10000,10000,36,8.81,317.12,A,A5,Director of Compliance,1,RENT,150000
25000,25000,25000,60,17.97,634.43,D,D1,Waiter,1,RENT,55000
15000,15000,15000,36,8.81,475.68,A,A5,Operation Associate Lead,10,MORTGAGE,57000
20000,20000,20000,36,13.56,679.29,C,C1,Associate,2,MORTGAGE,32000
24900,24900,24900,36,20.89,936.71,D,D4,SALES,2,OWN,27140
11000,11000,11000,36,7.02,339.75,A,A2,,1,MORTGAGE,60000
30000,30000,30000,60,16.91,744.13,C,C5,Relationship Manager,2,RENT,113000
10300,10300,10300,36,23.4,400.87,E,E1,Claims Assistant,3,RENT,57000
1700,1700,1675,36,13.56,57.74,C,C1,,0,RENT,54000
29000,29000,29000,36,11.8,960.45,B,B4,sales,10,OWN,126000
5800,5800,5800,36,8.81,183.93,A,A5,General Manager,5,OWN,68000
30000,30000,30000,60,17.97,761.32,D,D1,Teacher ,10,MORTGAGE,59000
35000,35000,35000,36,24.37,1379.96,E,E2,Loan Processor,6,MORTGAGE,60000
6000,6000,6000,36,8.19,188.55,A,A4,Electrician,3,RENT,40000
35000,35000,35000,60,11.8,775.03,B,B4,Disaster Recovery Coordinator,2,MORTGAGE,97000
7000,7000,7000,36,11.8,231.84,B,B4,Medical Department Manager,7,RENT,95000
32000,32000,32000,60,27.27,982.31,E,E5,courier,5,RENT,51000
30000,30000,30000,60,26.31,903.73,E,E4,IT customer service,10,MORTGAGE,120000
36000,36000,36000,60,8.19,733.23,A,A4,PHLEBOTOMIST/LABORATORY ASSISTANT,3,MORTGAGE,80000
32000,32000,32000,36,10.72,1043.41,B,B2,Pilot,10,MORTGAGE,100000
1950,1950,1925,36,13.56,66.24,C,C1,,0,RENT,11000
3000,3000,3000,36,11.8,99.36,B,B4,,0,MORTGAGE,17670
14000,14000,14000,36,10.33,453.92,B,B1,Teacher,10,RENT,65000
20000,20000,20000,60,17.97,507.55,D,D1,Assistant Director,2,RENT,48000
2500,2500,2475,36,15.02,86.69,C,C3,,0,OWN,29000
26500,26500,26500,36,7.56,825.05,A,A3,Superintendent,1,MORTGAGE,90000
25000,25000,25000,36,8.19,785.61,A,A4,Ceramist,10,MORTGAGE,115000
10000,10000,10000,60,11.8,221.44,B,B4,Foreman,2,MORTGAGE,50000
10000,10000,10000,36,18.94,366.26,D,D2,Word Processor,10,RENT,52000
22000,22000,22000,36,14.47,756.94,C,C2,Insurance adjuster,10,OWN,150000
20000,20000,20000,60,8.19,407.35,A,A4,DPO,10,RENT,90000
10000,10000,10000,36,7.56,311.34,A,A3,,0,OWN,35000
20000,20000,20000,36,11.31,657.72,B,B3,Project Manager,3,MORTGAGE,80200
11000,11000,11000,36,10.72,358.67,B,B2,Sr. Program Manager,1,MORTGAGE,130000
24000,24000,24000,60,16.14,585.43,C,C4,,0,MORTGAGE,62000
20000,20000,20000,36,10.72,652.13,B,B2,CARPENTER,3,RENT,95000
8000,8000,8000,36,16.14,281.81,C,C4,Site supervisor ,3,MORTGAGE,64000
25000,25000,25000,60,16.91,620.11,C,C5,Teacher,1,RENT,95000
5000,5000,5000,36,7.02,154.44,A,A2,Shell Trading Analysts Team Lead,10,MORTGAGE,206000
11000,11000,11000,36,8.19,345.67,A,A4,Utility clerk,4,MORTGAGE,1120000
10000,10000,10000,36,6.46,306.31,A,A1,Ast officer,2,RENT,61500
10450,10450,10450,60,12.98,237.67,B,B5,Office Assistant 1,10,MORTGAGE,58000
35000,35000,35000,36,8.19,1099.85,A,A4,Service supervisor I ,9,OWN,80000
30000,30000,30000,36,7.02,926.59,A,A2,General Manager ,1,MORTGAGE,80000
10000,10000,10000,36,15.02,346.76,C,C3,,1,OWN,95000
15000,15000,15000,36,6.46,459.47,A,A1,Sr. Specialist-IT Telephony Infras Eng,10,OWN,129996
10000,10000,10000,36,11.8,331.19,B,B4,Instructional Assistant,7,RENT,65000
